group,feature,topk,tau,n_pos,pos_hit_rate,mean_act,median_act,p75_act,max_act
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,850,16,0.5023158308012139,5,0.8,1.1201717853546143,1.4991424083709717,1.5419083833694458,1.6628600358963013
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1218,16,0.5023158308012139,5,0.4,0.517831027507782,0.4972235858440399,0.5738364458084106,0.7926788330078125
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1128,16,0.5023158308012139,5,0.2,0.40690287947654724,0.3262312412261963,0.4443540573120117,1.384830355644226
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1205,16,0.5023158308012139,5,0.2,-0.05574840307235718,-0.16480675339698792,-0.010990992188453674,0.9185759425163269
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1717,16,0.5023158308012139,5,1.0,1.8052637577056885,1.7664034366607666,1.9952479600906372,3.172774314880371
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1935,16,0.5023158308012139,5,0.8,0.8144921064376831,0.9562067985534668,1.0002585649490356,1.1601530313491821
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1637,16,0.5023158308012139,5,0.0,0.0873776450753212,0.02273958921432495,0.20310261845588684,0.3741282522678375
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,897,16,0.5023158308012139,5,0.2,-0.042893048375844955,-0.0487225241959095,0.04225388169288635,0.5490715503692627
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1429,16,0.5023158308012139,5,0.0,-0.4048447012901306,-0.5319186449050903,-0.25685906410217285,0.09066939353942871
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,490,16,0.5023158308012139,5,0.6,1.0388109683990479,1.139542818069458,1.7231446504592896,2.120755672454834
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,63,16,0.5023158308012139,5,0.0,-0.29670271277427673,-0.2608378827571869,-0.14003464579582214,-0.054829977452754974
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,130,16,0.5023158308012139,5,1.0,2.3955161571502686,2.1623988151550293,2.3996047973632812,3.6729602813720703
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1764,16,0.5023158308012139,5,0.0,-0.4841538965702057,-0.29969269037246704,-0.2450292855501175,-0.2091801017522812
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1131,16,0.5023158308012139,5,0.4,0.4911615252494812,0.48616039752960205,0.9307393431663513,1.4318057298660278
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,291,16,0.5023158308012139,5,0.0,-0.12124957889318466,-0.2135634422302246,-0.05531667172908783,0.17541003227233887
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1911,16,0.5023158308012139,5,1.0,3.0998828411102295,3.2010133266448975,3.5731430053710938,3.7935996055603027
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1811,16,0.5023158308012139,5,0.8,2.1289243698120117,1.8057003021240234,2.319779396057129,4.261963367462158
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1825,16,0.5023158308012139,5,0.6,0.614000141620636,0.6816484332084656,0.9660977125167847,1.8596010208129883
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,462,16,0.5023158308012139,5,0.4,0.2963007688522339,0.45869341492652893,0.6274500489234924,0.8563541173934937
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,950,16,0.5023158308012139,5,0.6,0.5172057151794434,0.587897777557373,0.7300410270690918,0.8066420555114746
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1715,16,0.5023158308012139,5,0.2,0.11926081031560898,0.06334024667739868,0.4189700186252594,0.5142222046852112
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,2036,16,0.5023158308012139,5,0.4,0.5070867538452148,0.1877748668193817,0.9123117327690125,1.3393497467041016
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1250,16,0.5023158308012139,5,0.0,0.18254521489143372,0.22051528096199036,0.34161221981048584,0.3554489016532898
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1791,16,0.5023158308012139,5,0.4,0.3822426199913025,0.2446739822626114,0.7214120030403137,1.2220734357833862
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1486,16,0.5023158308012139,5,0.0,-0.025966625660657883,-0.19479380548000336,0.2359222024679184,0.3665293753147125
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1161,16,0.5023158308012139,5,0.8,0.6622769236564636,0.7847752571105957,0.9352656602859497,0.9895585775375366
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1893,16,0.5023158308012139,5,1.0,2.9321353435516357,2.9366703033447266,2.974522829055786,3.0603883266448975
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1984,16,0.5023158308012139,5,0.0,0.017793048173189163,0.1235828697681427,0.15758875012397766,0.48627281188964844
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1389,16,0.5023158308012139,5,0.0,0.16575033962726593,0.06863507628440857,0.3247887194156647,0.4741218388080597
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1222,16,0.5023158308012139,5,0.6,1.5396281480789185,2.2096500396728516,2.2708845138549805,3.2384276390075684
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1861,16,0.5023158308012139,5,0.2,0.2030746191740036,0.26958489418029785,0.35295605659484863,0.5339083671569824
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1009,16,0.5023158308012139,5,0.8,0.4943017363548279,0.6372666358947754,0.676606297492981,0.8676931858062744
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,2046,16,0.5023158308012139,5,0.4,0.36444804072380066,0.4146798849105835,0.7646640539169312,1.35853910446167
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1748,16,0.5023158308012139,5,0.2,0.3400611877441406,0.3551176190376282,0.4380270838737488,0.6129807233810425
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,474,16,0.5023158308012139,5,0.0,0.017106065526604652,0.0740785002708435,0.0898216962814331,0.11565323173999786
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,768,16,0.5023158308012139,5,1.0,2.0795540809631348,2.0758297443389893,2.22334361076355,2.2470195293426514
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,804,16,0.5023158308012139,5,0.4,0.25464898347854614,0.07106420397758484,0.6807211637496948,0.7860372066497803
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1356,16,0.5023158308012139,5,0.2,0.29029977321624756,0.3067547082901001,0.4110604524612427,0.6406053900718689
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1387,16,0.5023158308012139,5,0.6,0.8616870641708374,0.8130112886428833,1.1350089311599731,2.0352590084075928
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1012,16,0.5023158308012139,5,0.0,0.0027598650194704533,0.021091695874929428,0.12195141613483429,0.35769495368003845
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,3,16,0.5023158308012139,5,0.6,0.4071659445762634,0.5493375062942505,0.6934300065040588,0.730353593826294
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,492,16,0.5023158308012139,5,0.0,-0.5334445238113403,-0.48688411712646484,-0.47266289591789246,-0.47199857234954834
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1578,16,0.5023158308012139,5,0.8,1.5577411651611328,0.9985260963439941,2.8230350017547607,3.1361243724823
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,591,16,0.5023158308012139,5,0.0,-0.011880296282470226,0.05882731080055237,0.0852048397064209,0.2663554549217224
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,550,16,0.5023158308012139,5,0.8,0.5763740539550781,0.6505862474441528,0.6606490015983582,0.6680455207824707
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,142,16,0.5023158308012139,5,0.0,0.03388736769556999,0.0913015604019165,0.20182090997695923,0.2362561821937561
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,982,16,0.5023158308012139,5,0.0,-0.4009384512901306,-0.3869863748550415,-0.3508426547050476,0.17054060101509094
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,876,16,0.5023158308012139,5,1.0,1.8987467288970947,1.682824730873108,1.9819989204406738,3.4862961769104004
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1754,16,0.5023158308012139,5,0.2,0.08840805292129517,0.1053517609834671,0.2319682091474533,0.5799170136451721
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,495,16,0.5023158308012139,5,0.2,0.09746377170085907,0.054882388561964035,0.2692362070083618,0.5229976177215576
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,662,16,0.5023158308012139,5,0.8,0.8320716023445129,0.8579464554786682,1.0982261896133423,1.2098491191864014
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1576,16,0.5023158308012139,5,1.0,2.1015756130218506,2.2480661869049072,2.578994035720825,3.0252108573913574
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,769,16,0.5023158308012139,5,0.0,-0.18555644154548645,-0.11461198329925537,-0.11459437012672424,-0.0895935595035553
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,325,16,0.5023158308012139,5,0.2,0.3212894797325134,0.36733555793762207,0.3772854208946228,0.6144504547119141
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1504,16,0.5023158308012139,5,0.4,0.487875372171402,0.4647829532623291,0.5706983208656311,0.8295702934265137
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,124,16,0.5023158308012139,5,0.2,-0.07681157439947128,-0.16354680061340332,-0.11549261957406998,0.7783788442611694
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1784,16,0.5023158308012139,5,0.4,0.5189144015312195,0.2187059372663498,1.1404235363006592,1.157469391822815
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1619,16,0.5023158308012139,5,0.8,1.176975131034851,1.670981764793396,1.8965131044387817,1.9907597303390503
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,2,16,0.5023158308012139,5,0.4,0.7801874279975891,0.40166008472442627,1.7113420963287354,2.229356288909912
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1673,16,0.5023158308012139,5,0.8,0.7709484100341797,0.7967009544372559,0.8960983753204346,1.4946010112762451
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,953,16,0.5023158308012139,5,0.4,0.4739465117454529,0.43751847743988037,0.741365373134613,0.8741714358329773
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,699,16,0.5023158308012139,5,1.0,1.7630977630615234,1.7843267917633057,1.8338156938552856,1.9452906847000122
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,377,16,0.5023158308012139,5,1.0,2.951188564300537,2.9688398838043213,3.0114781856536865,3.0650973320007324
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,224,16,0.5023158308012139,5,1.0,2.909925937652588,2.9152214527130127,2.924042224884033,3.0349745750427246
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1930,16,0.5023158308012139,5,1.0,1.078264832496643,0.7030903100967407,1.410321593284607,2.0534400939941406
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1787,16,0.5023158308012139,5,0.0,-1.019057273864746,-1.0792063474655151,-0.9421126246452332,-0.6148744821548462
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,323,16,0.5023158308012139,5,0.8,1.3683688640594482,0.8263814449310303,2.4497671127319336,2.9949371814727783
bsae_512_2048_512__Er0_Dr1_k16_ep16_20251129-204654__k16,1126,16,0.5023158308012139,5,0.0,-0.07637741416692734,-0.030123502016067505,-0.01999211311340332,0.35291171073913574
